record_date,write_date,direction,compass,peak_period,mean_period,max_wave,highest_tenth,sig_height
31/07/2025 12:49,2025-07-31 12:53:53,89,WNW,11.8C,6.80,1.98,1.63,1.28
31/07/2025 14:34,2025-07-31 14:39:21,92,WNW,10.O0,6.80,2.00,1.67,1.34
31/07/2025 17:44,2025-07-31 17:47:24,90,WNW,10.50,6.30,2.72,1.72,1.33
31/07/2025 17:59,2025-07-31 18:02:22,91,WNW,10.50,5.90,2.23,1.58,1.25
31/07/2025 18:09,2025-07-31 18:17:21,91,WNW,10.50,5.90,2.23,1.58,1.25
31/07/2025 18:19,2025-07-31 18:21:48,91,WNW,10.50,5.90,2.23,1.58,1.25
31/07/2025 18:29,2025-07-31 18:32:21,88,WNW,9.50,6.10,2.25,1.60,1.24
31/07/2025 18:49,2025-07-31 18:53:57,88,WNW,9.50,6.10,2.25,1.60,1.24
31/07/2025 19:04,2025-07-31 19:11:09,83,WNW,9.10,6.00,2.27,1.60,1.28
31/07/2025 19:14,2025-07-31 19:19:32,83,WNW,9.10,6.00,2.27,1.60,1.28
31/07/2025 19:29,2025-07-31 19:32:21,89,WNW,11.10,6.00,2.14,1.50,1.17
31/07/2025 19:39,2025-07-31 19:45:36,89,WNW,11.10,6.00,2.14,1.50,1.17
31/07/2025 19:49,2025-07-31 20:02:21,89,WNW,11.10,6.00,2.14,1.50,1.17
31/07/2025 19:59,2025-07-31 20:04:33,88,WNW,10.50,6.00,1.99,1.62,1.25
31/07/2025 20:14,2025-07-31 20:17:22,88,WNW,10.50,6.00,1.99,1.62,1.25
31/07/2025 20:29,2025-07-31 20:32:22,87,WNW,11.10,5.70,2.16,1.50,1.13
31/07/2025 20:44,2025-07-31 20:47:27,87,WNW,11.10,5.70,2.16,1.50,1.13
31/07/2025 20:54,2025-07-31 20:58:21,87,WNW,11.10,5.70,2.16,1.50,1.13
31/07/2025 20:59,2025-07-31 21:08:59,84,WNW,10.50,6.20,2.14,1.49,1.23
1/08/2025 08:29,2025-08-01 08:32:23,260,W,10.O0,4.30,1.72,1.19,0.93
1/08/2025 08:44,2025-08-01 08:47:21,260,W,10.O0,4.30,1.72,1.19,0.93
1/08/2025 08:44,2025-08-01 08:49:34,260,W,10.O0,4.30,1.72,1.19,0.93
1/08/2025 08:59,2025-08-01 09:02:21,266,W,10.O0,4.70,1.79,1.43,1.10
1/08/2025 08:59,2025-08-01 09:04:33,266,W,10.O0,4.70,1.79,1.43,1.10
1/08/2025 08:59,2025-08-01 09:06:46,266,W,10.O0,4.70,1.79,1.43,1.10
1/08/2025 09:04,2025-08-01 09:17:21,266,W,10.O0,4.70,1.79,1.43,1.10
1/08/2025 09:04,2025-08-01 09:19:33,266,W,10.O0,4.70,1.79,1.43,1.10
1/08/2025 09:04,2025-08-01 09:21:45,266,W,10.O0,4.70,1.79,1.43,1.10
1/08/2025 09:19,2025-08-01 09:23:58,266,W,10.O0,4.70,1.79,1.43,1.10
1/08/2025 09:19,2025-08-01 09:32:21,266,W,10.O0,4.70,1.79,1.43,1.10
1/08/2025 09:29,2025-08-01 09:34:33,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:29,2025-08-01 09:36:45,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:29,2025-08-01 09:38:57,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:29,2025-08-01 09:41:10,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:44,2025-08-01 09:47:25,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:44,2025-08-01 09:49:34,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:44,2025-08-01 09:51:45,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:44,2025-08-01 09:53:57,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:49,2025-08-01 09:56:09,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:49,2025-08-01 09:58:22,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:49,2025-08-01 10:02:28,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:49,2025-08-01 10:04:39,260,W,10.50,4.40,1.67,1.36,1.06
1/08/2025 09:59,2025-08-01 10:06:47,260,W,10.50,4.30,1.77,1.17,0.90
1/08/2025 09:59,2025-08-01 10:08:59,260,W,10.50,4.30,1.77,1.17,0.90
1/08/2025 09:59,2025-08-01 10:11:10,260,W,10.50,4.30,1.77,1.17,0.90
1/08/2025 09:59,2025-08-01 10:13:22,260,W,10.50,4.30,1.77,1.17,0.90
1/08/2025 14:49,2025-08-01 14:55:06,264,W,10.O0,5.00,1.89,1.34,0.96
1/08/2025 15:09,2025-08-01 15:12:18,260,W,11.10,4.60,1.80,1.20,0.89
1/08/2025 15:09,2025-08-01 15:17:24,260,W,11.10,4.60,1.80,1.20,0.89
1/08/2025 15:14,2025-08-01 15:29:30,260,W,11.10,4.60,1.80,1.20,0.89
1/08/2025 15:24,2025-08-01 15:32:21,260,W,11.10,4.60,1.80,1.20,0.89
1/08/2025 15:24,2025-08-01 15:34:36,260,W,11.10,4.60,1.80,1.20,0.89
1/08/2025 15:24,2025-08-01 15:34:37,260,W,11.10,4.60,1.80,1.20,0.89
1/08/2025 15:24,2025-08-01 15:36:48,260,W,11.10,4.60,1.80,1.20,0.89
1/08/2025 16:34,2025-08-01 16:41:31,58,WSW,10.50,4.70,1.80,1.40,1.04
1/08/2025 16:34,2025-08-01 16:41:43,58,WSW,10.50,4.70,1.80,1.40,1.04
1/08/2025 16:34,2025-08-01 16:41:55,58,WSW,10.50,4.70,1.80,1.40,1.04
1/08/2025 16:34,2025-08-01 16:42:07,58,WSW,10.50,4.70,1.80,1.40,1.04
1/08/2025 17:04,2025-08-01 17:15:47,58,WSW,10.O0,5.20,1.99,1.35,0.99
1/08/2025 17:19,2025-08-01 17:24:48,58,WSW,10.O0,5.20,1.99,1.35,0.99
1/08/2025 17:39,2025-08-01 17:45:21,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:56:58,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:57:10,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:57:24,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:57:36,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:57:48,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:57:59,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:58:13,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:58:26,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:58:40,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:58:52,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:59:04,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:59:16,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:59:29,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:59:43,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 17:59:55,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:00:09,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:00:26,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:00:38,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:00:51,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:01:04,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:01:17,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:01:34,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:01:48,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:02:01,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 17:49,2025-08-01 18:02:13,260,W,9.50,4.60,1.69,1.35,0.97
1/08/2025 19:49,2025-08-01 19:51:29,259,W,10.O0,5.70,1.66,1.28,0.99
1/08/2025 19:59,2025-08-01 20:00:22,54,WSW,10.50,4.30,1.60,1.15,0.85
1/08/2025 20:14,2025-08-01 20:15:22,54,WSW,10.50,4.30,1.60,1.15,0.85
1/08/2025 20:29,2025-08-01 20:30:21,54,WSW,10.50,4.60,1.86,1.35,0.99
1/08/2025 20:44,2025-08-01 20:45:22,54,WSW,10.50,4.60,1.86,1.35,0.99
1/08/2025 20:59,2025-08-01 21:00:21,39,WSW,10.O0,4.00,1.51,1.18,0.92
1/08/2025 21:04,2025-08-01 21:15:21,39,WSW,10.O0,4.00,1.51,1.18,0.92
1/08/2025 21:19,2025-08-01 21:30:20,39,WSW,10.O0,4.00,1.51,1.18,0.92
1/08/2025 21:44,2025-08-01 21:45:21,48,WSW,10.O0,4.20,1.68,1.18,0.88
1/08/2025 21:59,2025-08-01 22:00:21,57,WSW,10.O0,4.60,1.40,1.07,0.82
1/08/2025 22:29,2025-08-01 22:30:21,50,WSW,10.O0,4.40,1.55,1.00,0.75
1/08/2025 22:44,2025-08-01 22:45:21,50,WSW,10.O0,4.40,1.55,1.00,0.75
1/08/2025 22:54,2025-08-01 23:00:21,50,WSW,10.O0,4.40,1.55,1.00,0.75
1/08/2025 23:29,2025-08-01 23:30:21,58,WSW,10.50,5.40,1.59,1.16,0.87
1/08/2025 23:39,2025-08-01 23:45:21,58,WSW,10.50,5.40,1.59,1.16,0.87
1/08/2025 23:59,2025-08-02 00:00:21,262,W,10.50,4.80,1.57,1.08,0.77
2/08/2025 00:09,2025-08-02 00:15:21,0,N,0.00,0.00,0.00,0.00,0.00
2/08/2025 00:29,2025-08-02 00:30:22,261,W,11.10,5.40,1.47,1.10,0.83
2/08/2025 00:44,2025-08-02 00:45:21,261,W,11.10,5.40,1.47,1.10,0.83
2/08/2025 00:59,2025-08-02 01:00:22,260,W,9.50,6.20,1.34,1.06,0.85
2/08/2025 01:14,2025-08-02 01:15:21,260,W,9.50,6.20,1.34,1.06,0.85
2/08/2025 01:29,2025-08-02 01:30:21,261,W,10.50,6.80,1.26,1.00,0.80
2/08/2025 01:39,2025-08-02 01:45:21,261,W,10.50,6.80,1.26,1.00,0.80
2/08/2025 01:59,2025-08-02 02:00:22,266,W,10.50,7.00,1.30,1.04,0.83
2/08/2025 02:09,2025-08-02 02:15:21,266,W,10.50,7.00,1.30,1.04,0.83
2/08/2025 02:29,2025-08-02 02:30:21,264,W,10.O0,6.90,1.41,1.03,0.81
2/08/2025 02:44,2025-08-02 02:45:21,264,W,10.O0,6.90,1.41,1.03,0.81
2/08/2025 02:59,2025-08-02 03:00:22,265,W,9.50,7.00,1.36,1.18,0.95
2/08/2025 03:14,2025-08-02 03:15:21,265,W,9.50,7.00,1.36,1.18,0.95
2/08/2025 03:29,2025-08-02 03:30:21,57,WSW,10.50,7.50,1.57,1.15,0.90
2/08/2025 03:44,2025-08-02 03:45:22,57,WSW,10.50,7.50,1.57,1.15,0.90
2/08/2025 03:59,2025-08-02 04:00:22,263,W,11.10,7.30,1.44,1.15,0.95
2/08/2025 04:09,2025-08-02 04:15:21,263,W,11.10,7.30,1.44,1.15,0.95
2/08/2025 04:19,2025-08-02 04:30:21,263,W,11.10,7.30,1.44,1.15,0.95
2/08/2025 04:39,2025-08-02 04:45:21,262,W,10.O0,7.50,1.37,1.12,0.89
2/08/2025 04:49,2025-08-02 05:00:21,262,W,10.O0,7.50,1.37,1.12,0.89
2/08/2025 05:24,2025-08-02 05:30:21,260,W,10.50,8.00,1.46,0.98,0.77
2/08/2025 05:39,2025-08-02 05:45:21,262,W,10.O0,8.30,1.47,1.15,0.95
2/08/2025 05:59,2025-08-02 06:00:22,262,W,10.O0,8.10,1.50,1.15,0.88
2/08/2025 06:09,2025-08-02 06:15:21,262,W,10.O0,8.10,1.50,1.15,0.88
2/08/2025 06:29,2025-08-02 06:30:21,264,W,10.50,8.80,1.55,1.29,1.01
2/08/2025 06:44,2025-08-02 06:45:21,264,W,10.50,8.80,1.55,1.29,1.01
2/08/2025 06:49,2025-08-02 07:00:21,264,W,10.50,8.80,1.55,1.29,1.01
2/08/2025 07:04,2025-08-02 07:15:21,263,W,10.50,8.30,1.48,1.15,0.98
2/08/2025 07:29,2025-08-02 07:30:21,268,W,9.50,8.30,1.39,1.07,0.86
2/08/2025 07:44,2025-08-02 07:45:21,268,W,9.50,8.30,1.39,1.07,0.86
2/08/2025 08:14,2025-08-02 08:15:21,264,W,9.50,7.70,1.45,1.13,0.89
2/08/2025 08:14,2025-08-02 08:30:21,264,W,9.50,7.70,1.45,1.13,0.89
2/08/2025 08:44,2025-08-02 08:45:21,266,W,10.O0,8.20,1.71,1.26,0.97
2/08/2025 08:48,2025-08-02 09:00:21,266,W,10.O0,8.20,1.71,1.26,0.97
2/08/2025 09:04,2025-08-02 09:15:21,266,W,10.50,7.60,1.26,1.09,0.86
2/08/2025 09:29,2025-08-02 09:30:22,267,W,10.O0,6.90,1.25,1.06,0.89
2/08/2025 09:44,2025-08-02 09:45:22,267,W,10.O0,6.90,1.25,1.06,0.89
2/08/2025 09:59,2025-08-02 10:00:21,263,W,10.O0,7.80,1.45,1.19,0.98
2/08/2025 10:29,2025-08-02 10:30:21,266,W,9.50,8.10,1.70,1.32,1.06
2/08/2025 10:39,2025-08-02 10:45:22,266,W,9.50,8.10,1.70,1.32,1.06
2/08/2025 10:59,2025-08-02 11:00:21,264,W,18.20,8.00,1.57,1.27,1.01
2/08/2025 11:09,2025-08-02 11:15:21,264,W,18.20,8.00,1.57,1.27,1.01
2/08/2025 11:29,2025-08-02 11:30:22,264,W,9.10,8.50,1.65,1.19,1.00
2/08/2025 11:39,2025-08-02 11:45:20,264,W,9.10,8.50,1.65,1.19,1.00
2/08/2025 12:14,2025-08-02 12:15:23,263,W,10.O0,8.20,1.68,1.20,0.98
2/08/2025 12:24,2025-08-02 12:30:21,263,W,10.O0,8.20,1.68,1.20,0.98
2/08/2025 12:44,2025-08-02 12:45:21,264,W,10.O0,7.50,2.08,1.30,1.01
2/08/2025 12:59,2025-08-02 13:00:21,264,W,18.20,9.00,1.66,1.40,1.13
2/08/2025 12:59,2025-08-02 13:15:20,264,W,18.20,9.00,1.66,1.40,1.13
2/08/2025 13:19,2025-08-02 13:30:21,264,W,18.20,9.00,1.66,1.40,1.13
2/08/2025 13:44,2025-08-02 13:45:21,263,W,18.20,8.30,1.61,1.25,1.05
2/08/2025 13:59,2025-08-02 14:00:23,268,W,18.20,9.00,1.51,1.27,1.03
2/08/2025 14:14,2025-08-02 14:15:21,268,W,18.20,9.00,1.51,1.27,1.03
2/08/2025 14:29,2025-08-02 14:30:22,265,W,18.20,8.10,1.46,1.27,1.05
2/08/2025 14:34,2025-08-02 14:45:21,265,W,18.20,8.10,1.46,1.27,1.05
2/08/2025 14:59,2025-08-02 15:00:22,265,W,18.20,8.80,1.67,1.41,1.17
2/08/2025 15:24,2025-08-02 15:30:23,265,W,18.20,8.80,1.67,1.41,1.17
2/08/2025 15:34,2025-08-02 15:45:21,268,W,10.50,8.00,1.64,1.33,1.08
2/08/2025 15:59,2025-08-02 16:00:21,262,W,18.20,7.80,1.95,1.48,1.17
2/08/2025 16:14,2025-08-02 16:15:21,262,W,18.20,7.80,1.95,1.48,1.17
2/08/2025 16:39,2025-08-02 16:45:21,260,W,9.50,5.80,1.49,1.30,1.06
2/08/2025 16:54,2025-08-02 17:00:23,260,W,9.50,5.80,1.49,1.30,1.06
2/08/2025 17:14,2025-08-02 17:15:21,263,W,18.20,6.50,1.76,1.43,1.20
2/08/2025 17:29,2025-08-02 17:30:22,266,W,9.50,5.50,1.88,1.50,1.23
2/08/2025 17:44,2025-08-02 17:45:23,266,W,9.50,5.50,1.88,1.50,1.23
2/08/2025 17:59,2025-08-02 18:00:22,267,W,18.20,5.60,1.60,1.46,1.22
2/08/2025 18:14,2025-08-02 18:15:21,267,W,18.20,5.60,1.60,1.46,1.22
2/08/2025 18:29,2025-08-02 18:30:22,267,W,18.20,6.40,1.85,1.58,1.31
2/08/2025 18:59,2025-08-02 19:00:28,267,W,18.20,5.70,1.82,1.52,1.23
2/08/2025 19:14,2025-08-02 19:15:21,267,W,18.20,5.70,1.82,1.52,1.23
2/08/2025 19:24,2025-08-02 19:30:22,267,W,18.20,5.70,1.82,1.52,1.23
2/08/2025 19:44,2025-08-02 19:45:22,266,W,16.7,6.40,1.89,1.53,1.25
2/08/2025 19:59,2025-08-02 20:00:23,265,W,16.7,6.40,1.92,1.54,1.26
2/08/2025 20:09,2025-08-02 20:15:21,265,W,16.7,6.40,1.92,1.54,1.26
2/08/2025 20:19,2025-08-02 20:30:21,265,W,16.7,6.40,1.92,1.54,1.26
2/08/2025 20:44,2025-08-02 20:45:21,265,W,16.7,6.70,2.01,1.66,1.35
2/08/2025 20:59,2025-08-02 21:00:22,267,W,16.7,6.80,2.20,1.60,1.35
2/08/2025 21:29,2025-08-02 21:30:21,266,W,16.7,7.00,2.32,1.54,1.27
2/08/2025 21:39,2025-08-02 21:45:21,266,W,16.7,7.00,2.32,1.54,1.27
2/08/2025 21:59,2025-08-02 22:00:21,265,W,18.20,6.80,1.87,1.55,1.23
2/08/2025 22:29,2025-08-02 22:30:22,270,W,16.7,6.70,1.98,1.57,1.28
2/08/2025 22:44,2025-08-02 22:45:21,270,W,16.7,6.70,1.98,1.57,1.28
2/08/2025 22:59,2025-08-02 23:00:22,265,W,6.70,7.20,2.06,1.49,1.23
2/08/2025 23:14,2025-08-02 23:15:21,265,W,6.70,7.20,2.06,1.49,1.23
2/08/2025 23:29,2025-08-02 23:30:21,268,W,15.40,6.90,1.71,1.39,1.15
2/08/2025 23:44,2025-08-02 23:45:21,268,W,15.40,6.90,1.71,1.39,1.15
2/08/2025 23:59,2025-08-03 00:00:22,267,W,16.7,6.90,2.00,1.60,1.29
3/08/2025 00:14,2025-08-03 00:15:21,0,N,0.00,0.00,0.00,0.00,0.00
3/08/2025 00:29,2025-08-03 00:30:21,271,W,16.7,6.20,1.98,1.49,1.20
3/08/2025 00:44,2025-08-03 00:45:21,271,W,16.7,6.20,1.98,1.49,1.20
3/08/2025 00:59,2025-08-03 01:00:21,262,W,16.7,5.70,2.00,1.44,1.12
3/08/2025 01:14,2025-08-03 01:15:21,262,W,16.7,5.70,2.00,1.44,1.12
3/08/2025 01:29,2025-08-03 01:30:21,263,W,16.7,5.30,1.77,1.35,1.08
3/08/2025 01:44,2025-08-03 01:45:21,263,W,16.7,5.30,1.77,1.35,1.08
3/08/2025 01:59,2025-08-03 02:00:22,267,W,16.7,5.40,2.02,1.42,1.10
3/08/2025 02:14,2025-08-03 02:15:22,267,W,16.7,5.40,2.02,1.42,1.10
3/08/2025 02:29,2025-08-03 02:30:22,266,W,16.7,6.10,2.10,1.57,1.22
3/08/2025 02:44,2025-08-03 02:45:21,266,W,16.7,6.10,2.10,1.57,1.22
3/08/2025 02:59,2025-08-03 03:00:22,267,W,16.7,5.80,2.01,1.54,1.22
3/08/2025 03:23,2025-08-03 03:30:21,267,W,16.7,5.80,2.01,1.54,1.22
3/08/2025 03:44,2025-08-03 03:45:21,267,W,15.40,5.40,1.91,1.46,1.10
3/08/2025 03:59,2025-08-03 04:00:21,268,W,15.40,5.90,1.78,1.36,1.09
3/08/2025 04:09,2025-08-03 04:15:22,268,W,15.40,5.90,1.78,1.36,1.09
3/08/2025 04:29,2025-08-03 04:30:22,267,W,16.7,5.50,1.63,1.42,1.11
3/08/2025 04:44,2025-08-03 04:45:21,267,W,16.7,5.50,1.63,1.42,1.11
3/08/2025 04:59,2025-08-03 05:00:22,263,W,15.40,5.10,2.06,1.56,1.12
3/08/2025 05:09,2025-08-03 05:15:22,263,W,15.40,5.10,2.06,1.56,1.12
3/08/2025 05:29,2025-08-03 05:30:22,265,W,15.40,5.00,1.79,1.37,1.06
3/08/2025 05:44,2025-08-03 05:45:21,265,W,15.40,5.00,1.79,1.37,1.06
3/08/2025 05:49,2025-08-03 06:00:21,265,W,15.40,5.00,1.79,1.37,1.06
3/08/2025 06:14,2025-08-03 06:15:21,270,W,16.7,5.40,1.90,1.38,1.04
3/08/2025 06:24,2025-08-03 06:30:21,270,W,16.7,5.40,1.90,1.38,1.04
3/08/2025 06:44,2025-08-03 06:45:23,266,W,16.7,5.50,1.48,1.30,0.98
3/08/2025 06:44,2025-08-03 06:45:25,266,W,16.7,5.50,1.48,1.30,0.98
3/08/2025 06:54,2025-08-03 07:00:21,266,W,16.7,5.50,1.48,1.30,0.98
3/08/2025 07:09,2025-08-03 07:15:21,271,W,16.7,6.00,1.80,1.39,1.02
3/08/2025 07:24,2025-08-03 07:30:20,271,W,16.7,6.00,1.80,1.39,1.02
3/08/2025 07:29,2025-08-03 07:45:21,268,W,15.40,5.40,1.87,1.39,1.00
3/08/2025 07:49,2025-08-03 08:00:22,268,W,15.40,5.40,1.87,1.39,1.00
3/08/2025 08:09,2025-08-03 08:15:21,271,W,15.40,5.10,1.59,1.25,0.92
3/08/2025 08:24,2025-08-03 08:30:22,271,W,15.40,5.10,1.59,1.25,0.92
3/08/2025 08:39,2025-08-03 08:45:21,266,W,15.40,5.40,1.71,1.32,0.99
3/08/2025 08:54,2025-08-03 09:00:21,266,W,15.40,5.40,1.71,1.32,0.99
3/08/2025 09:29,2025-08-03 09:30:21,269,W,15.40,4.30,1.70,1.28,0.91
3/08/2025 09:44,2025-08-03 09:45:21,269,W,15.40,4.30,1.70,1.28,0.91
3/08/2025 09:54,2025-08-03 10:00:22,269,W,15.40,4.30,1.70,1.28,0.91
3/08/2025 10:04,2025-08-03 10:15:21,266,W,14.30,4.80,1.64,1.23,0.90
3/08/2025 10:29,2025-08-03 10:30:21,271,W,15.40,5.60,1.64,1.19,0.93
3/08/2025 10:39,2025-08-03 10:45:23,271,W,15.40,5.60,1.64,1.19,0.93
3/08/2025 10:59,2025-08-03 11:00:22,271,W,16.7,4.90,1.73,1.23,0.86
3/08/2025 11:03,2025-08-03 11:15:22,271,W,16.7,4.90,1.73,1.23,0.86
3/08/2025 11:29,2025-08-03 11:30:21,58,WSW,16.7,4.20,1.66,1.16,0.86
3/08/2025 11:44,2025-08-03 11:45:22,58,WSW,16.7,4.20,1.66,1.16,0.86
3/08/2025 11:54,2025-08-03 12:00:23,58,WSW,16.7,4.20,1.66,1.16,0.86
3/08/2025 12:14,2025-08-03 12:15:21,265,W,14.30,4.40,1.79,1.12,0.82
3/08/2025 12:14,2025-08-03 12:30:23,265,W,14.30,4.40,1.79,1.12,0.82
3/08/2025 12:39,2025-08-03 12:45:21,268,W,14.30,4.30,1.91,1.10,0.78
3/08/2025 12:49,2025-08-03 13:00:22,268,W,14.30,4.30,1.91,1.10,0.78
3/08/2025 13:14,2025-08-03 13:15:22,263,W,14.30,4.30,1.51,1.17,0.83
3/08/2025 13:19,2025-08-03 13:30:22,263,W,14.30,4.30,1.51,1.17,0.83
3/08/2025 13:44,2025-08-03 13:45:23,268,W,16.7,4.90,1.55,1.28,0.94
3/08/2025 13:54,2025-08-03 14:00:21,268,W,16.7,4.90,1.55,1.28,0.94
3/08/2025 14:09,2025-08-03 14:15:23,263,W,13.3,4.50,1.55,1.16,0.86
3/08/2025 14:24,2025-08-03 14:30:21,263,W,13.3,4.50,1.55,1.16,0.86
3/08/2025 15:14,2025-08-03 15:15:21,264,W,15.40,4.90,1.60,1.14,0.86
3/08/2025 15:29,2025-08-03 15:30:21,260,W,15.40,4.40,1.80,1.24,0.92
3/08/2025 15:39,2025-08-03 15:45:21,260,W,15.40,4.40,1.80,1.24,0.92
3/08/2025 15:59,2025-08-03 16:00:23,51,WSW,14.30,4.20,1.72,1.23,0.92
3/08/2025 16:09,2025-08-03 16:15:21,51,WSW,14.30,4.20,1.72,1.23,0.92
3/08/2025 16:14,2025-08-03 16:30:22,51,WSW,14.30,4.20,1.72,1.23,0.92
3/08/2025 16:44,2025-08-03 16:45:21,267,W,15.40,4.90,1.64,1.19,0.91
3/08/2025 16:59,2025-08-03 17:00:25,273,W,14.30,5.70,1.70,1.24,0.92
3/08/2025 17:13,2025-08-03 17:15:21,273,W,14.30,5.70,1.70,1.24,0.92
3/08/2025 17:29,2025-08-03 17:30:22,273,W,15.40,6.60,1.80,1.48,1.07
3/08/2025 17:44,2025-08-03 17:45:22,273,W,15.40,6.60,1.80,1.48,1.07
3/08/2025 17:59,2025-08-03 18:00:22,269,W,15.40,5.80,1.79,1.30,0.90
3/08/2025 18:09,2025-08-03 18:15:22,269,W,15.40,5.80,1.79,1.30,0.90
3/08/2025 18:29,2025-08-03 18:30:22,278,W,14.30,6.80,1.53,1.26,0.95
3/08/2025 18:44,2025-08-03 18:45:23,278,W,14.30,6.80,1.53,1.26,0.95
3/08/2025 18:49,2025-08-03 19:00:23,278,W,14.30,6.80,1.53,1.26,0.95
3/08/2025 19:19,2025-08-03 19:30:23,272,W,15.40,5.60,1.77,1.28,0.90
3/08/2025 19:59,2025-08-03 20:00:22,271,W,18.20,5.70,1.85,1.32,0.93
3/08/2025 20:09,2025-08-03 20:15:22,271,W,18.20,5.70,1.85,1.32,0.93
3/08/2025 20:24,2025-08-03 20:30:21,271,W,18.20,5.70,1.85,1.32,0.93
3/08/2025 20:34,2025-08-03 20:45:23,265,W,16.7,5.50,2.14,1.46,1.00
3/08/2025 20:59,2025-08-03 21:00:21,259,W,20.O0,5.20,1.91,1.52,1.08
3/08/2025 21:14,2025-08-03 21:15:22,259,W,20.O0,5.20,1.91,1.52,1.08
3/08/2025 21:19,2025-08-03 21:30:22,259,W,20.O0,5.20,1.91,1.52,1.08
3/08/2025 21:44,2025-08-03 21:45:22,266,W,18.20,5.20,1.92,1.48,1.04
3/08/2025 21:54,2025-08-03 22:00:23,266,W,18.20,5.20,1.92,1.48,1.04
3/08/2025 22:14,2025-08-03 22:15:22,268,W,18.20,5.60,2.27,1.53,1.10
3/08/2025 22:29,2025-08-03 22:30:21,265,W,18.20,5.10,2.02,1.55,1.06
3/08/2025 22:44,2025-08-03 22:45:21,265,W,18.20,5.10,2.02,1.55,1.06
3/08/2025 22:59,2025-08-03 23:00:21,267,W,16.7,5.50,1.63,1.36,1.00
3/08/2025 23:14,2025-08-03 23:15:22,267,W,16.7,5.50,1.63,1.36,1.00
3/08/2025 23:29,2025-08-03 23:30:22,263,W,15.40,4.80,1.97,1.29,0.93
3/08/2025 23:44,2025-08-03 23:45:22,263,W,15.40,4.80,1.97,1.29,0.93
3/08/2025 23:59,2025-08-04 00:00:21,271,W,18.20,5.70,2.13,1.60,1.10
4/08/2025 00:14,2025-08-04 00:15:22,0,N,0.00,0.00,0.00,0.00,0.00
4/08/2025 00:28,2025-08-04 00:30:21,266,W,18.20,6.60,2.16,1.61,1.19
4/08/2025 00:44,2025-08-04 00:45:22,266,W,18.20,6.60,2.16,1.61,1.19
4/08/2025 00:59,2025-08-04 01:00:23,269,W,18.20,5.60,2.05,1.51,1.04
4/08/2025 01:14,2025-08-04 01:15:23,269,W,18.20,5.60,2.05,1.51,1.04
4/08/2025 01:29,2025-08-04 01:30:21,265,W,16.7,5.40,1.66,1.32,0.96
4/08/2025 01:44,2025-08-04 01:45:23,265,W,16.7,5.40,1.66,1.32,0.96
